name,long_id,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,type1,type2,ev_from,ev_to,is_base,is_full_ev,evo_family,capture_rate,gen_introduced,is_legendary,height_m,weight_kg,locations
Beldum,374,300,40,55,80,35,60,30,steel,psychic,,['375'],1,0,"['374', '375', '376']",3,3,0,0.6,95.2,"['Diamond/sinnoh/Route 228', 'SoulSilver/johto/Safari Zone', 'HeartGold/johto/Safari Zone', 'Ultra Moon/alola/Mount Hokulani', 'Pearl/sinnoh/Route 228', 'Platinum/sinnoh/Route 228', 'Moon/alola/Mount Hokulani', 'Sun/alola/Mount Hokulani', 'Ultra Sun/alola/Mount Hokulani']"
Metang,375,420,60,75,100,55,80,50,steel,psychic,374,['376'],0,0,"['374', '375', '376']",3,3,0,1.2,202.5,"['Black 2/unova/Giant Chasm', 'SoulSilver/johto/Safari Zone', 'White 2/unova/Giant Chasm', 'HeartGold/johto/Safari Zone', 'White/unova/Giant Chasm', 'Black/unova/Giant Chasm']"
Metagross,376,600,80,135,130,95,90,70,steel,psychic,375,[],0,1,"['374', '375', '376']",3,3,0,1.6,550.0,"['Black 2/unova/Giant Chasm', 'White 2/unova/Giant Chasm', 'White/unova/Giant Chasm', 'Black/unova/Giant Chasm']"
Regirock,377,580,80,100,200,50,100,50,rock,,,[],1,1,['377'],3,3,1,1.7,230.0,"['Emerald/hoenn/Route 111', 'Alpha Sapphire/hoenn/Route 111', 'Ruby/hoenn/Route 111', 'White 2/unova/Underground Ruins', 'Ultra Moon/alola/Ultra Space Wilds', 'Platinum/sinnoh/Route 228', 'Omega Ruby/hoenn/Route 111', 'Sapphire/hoenn/Route 111', 'Ultra Sun/alola/Ultra Space Wilds', 'Black 2/unova/Underground Ruins']"
Regice,378,580,80,50,100,100,200,50,ice,,,[],1,1,['378'],3,3,1,1.8,175.0,"['White 2/unova/Underground Ruins', 'Platinum/sinnoh/Mt. Coronet', 'Ultra Moon/alola/Ultra Space Wilds', 'Emerald/hoenn/Route 105', 'Ruby/hoenn/Route 105', 'Omega Ruby/hoenn/Route 105', 'Alpha Sapphire/hoenn/Route 105', 'Ultra Sun/alola/Ultra Space Wilds', 'Sapphire/hoenn/Route 105', 'Black 2/unova/Underground Ruins']"
Registeel,379,580,80,75,150,75,150,50,steel,,,[],1,1,['379'],3,3,1,1.9,205.0,"['Emerald/hoenn/Route 120', 'Ruby/hoenn/Route 120', 'White 2/unova/Underground Ruins', 'Ultra Moon/alola/Ultra Space Wilds', 'Omega Ruby/hoenn/Route 120', 'Alpha Sapphire/hoenn/Route 120', 'Sapphire/hoenn/Route 120', 'Platinum/sinnoh/Iron Island', 'Black 2/unova/Underground Ruins', 'Ultra Sun/alola/Ultra Space Wilds']"
Latias,380,600,80,80,90,110,130,110,dragon,psychic,,[],1,1,['380'],3,3,1,1.4,40.0,"['Emerald/hoenn/Southern Island', 'HeartGold/kanto/Kanto', 'Ultra Moon/alola/Ultra Space Wilds', 'Emerald/hoenn/Hoenn', 'Omega Ruby/hoenn/Southern Island', 'SoulSilver/kanto/Pewter City', 'Ruby/hoenn/Southern Island', 'Sapphire/hoenn/Hoenn', 'White 2/unova/Dreamyard']"
Latios,381,600,80,90,80,130,110,110,dragon,psychic,,[],1,1,['381'],3,3,1,2.0,60.0,"['Alpha Sapphire/hoenn/Southern Island', 'Emerald/hoenn/Southern Island', 'HeartGold/kanto/Pewter City', 'Emerald/hoenn/Hoenn', 'Ruby/hoenn/Hoenn', 'SoulSilver/kanto/Kanto', 'Sapphire/hoenn/Southern Island', 'Black 2/unova/Dreamyard', 'Ultra Sun/alola/Ultra Space Wilds']"
Kyogre,382,670,100,100,90,150,140,90,water,,,[],1,1,['382'],3,3,1,4.5,352.0,"['Alpha Sapphire/hoenn/Cave of Origin', 'Sapphire/hoenn/Cave of Origin', 'Emerald/hoenn/Marine Cave', 'Ultra Moon/alola/Ultra Space Wilds', 'HeartGold/johto/Embedded Tower']"
Groudon,383,670,100,150,140,100,90,90,ground,,,[],1,1,['383'],3,3,1,3.5,950.0,"['SoulSilver/johto/Embedded Tower', 'Ruby/hoenn/Cave of Origin', 'Emerald/hoenn/Terra Cave', 'Omega Ruby/hoenn/Cave of Origin', 'Ultra Sun/alola/Ultra Space Wilds']"
Rayquaza,384,680,105,150,90,150,90,95,dragon,flying,,[],1,1,['384'],45,3,1,7.0,206.5,"['Ruby/hoenn/Sky Pillar', 'Ultra Moon/alola/Ultra Space Wilds', 'Sapphire/hoenn/Sky Pillar', 'SoulSilver/johto/Embedded Tower', 'Omega Ruby/hoenn/Sky Pillar', 'Emerald/hoenn/Sky Pillar', 'Alpha Sapphire/hoenn/Sky Pillar', 'HeartGold/johto/Embedded Tower', 'Ultra Sun/alola/Ultra Space Wilds']"
Jirachi,385,600,100,100,100,100,100,100,steel,psychic,,[],1,1,['385'],3,3,1,0.3,1.1,[]
Deoxys,386,600,50,150,50,150,50,150,psychic,,,[],1,1,['386'],3,3,1,1.7,60.8,"['Emerald/hoenn/Birth Island', 'FireRed/kanto/Birth Island', 'Omega Ruby/hoenn/Sky Pillar', 'LeafGreen/kanto/Birth Island', 'Alpha Sapphire/hoenn/Sky Pillar']"
Turtwig,387,318,55,68,64,45,55,31,grass,,,['388'],1,0,"['387', '388', '389']",45,4,0,0.4,10.2,[]
Grotle,388,405,75,89,85,55,65,36,grass,,387,['389'],0,0,"['387', '388', '389']",45,4,0,1.1,97.0,"[""Ultra Sun/alola/Ula'ula Meadow"", ""Ultra Moon/alola/Ula'ula Meadow""]"
Torterra,389,525,95,109,105,75,85,56,grass,ground,388,[],0,1,"['387', '388', '389']",45,4,0,2.2,310.0,[]
Chimchar,390,309,44,58,44,58,44,61,fire,,,['391'],1,0,"['390', '391', '392']",45,4,0,0.5,6.2,[]
Monferno,391,405,64,78,52,78,52,81,fire,fighting,390,['392'],0,0,"['390', '391', '392']",45,4,0,0.9,22.0,"['Ultra Sun/alola/Route 11', 'Ultra Moon/alola/Route 11']"
Infernape,392,534,76,104,71,104,71,108,fire,fighting,391,[],0,1,"['390', '391', '392']",45,4,0,1.2,55.0,[]
Piplup,393,314,53,51,53,61,56,40,water,,,['394'],1,0,"['393', '394', '395']",45,4,0,0.4,5.2,[]
Prinplup,394,405,64,66,68,81,76,50,water,,393,['395'],0,0,"['393', '394', '395']",45,4,0,0.8,23.0,"['Ultra Moon/alola/Route 16', 'Ultra Sun/alola/Route 16']"
Empoleon,395,530,84,86,88,111,101,60,water,steel,394,[],0,1,"['393', '394', '395']",45,4,0,1.7,84.5,[]
Starly,396,245,40,55,30,30,30,60,normal,flying,,['397'],1,0,"['396', '397', '398']",255,4,0,0.3,2.0,"['Pearl/sinnoh/Route 202', 'Diamond/sinnoh/Lake Verity', 'Diamond/sinnoh/Route 202', 'White/unova/White Forest', 'Pearl/sinnoh/Lake Verity', 'Pearl/sinnoh/Route 212', 'Platinum/sinnoh/Route 202', 'Platinum/sinnoh/Route 204', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'Pearl/sinnoh/Route 209', 'Pearl/sinnoh/Route 204', 'Platinum/sinnoh/Lake Verity', 'Diamond/sinnoh/Route 209', 'Diamond/sinnoh/Route 212', 'X/kalos/Route 11', 'Platinum/sinnoh/Route 201', 'Pearl/sinnoh/Great Marsh', 'Platinum/sinnoh/Route 203', 'Diamond/sinnoh/Great Marsh', 'Pearl/sinnoh/Route 203', 'Pearl/sinnoh/Route 201', 'Diamond/sinnoh/Route 201', 'Y/kalos/Route 11']"
Staravia,397,340,55,75,50,40,40,80,normal,flying,396,['398'],0,0,"['396', '397', '398']",120,4,0,0.6,15.5,"['Diamond/sinnoh/Valor Lakefront', 'Diamond/sinnoh/Lake Valor', 'Diamond/sinnoh/Lake Verity', 'Diamond/sinnoh/Sendoff Spring', 'Pearl/sinnoh/Sendoff Spring', 'Pearl/sinnoh/Lake Verity', 'Pearl/sinnoh/Route 212', 'Platinum/sinnoh/Trophy Garden', 'Platinum/sinnoh/Lake Valor', 'Pearl/sinnoh/Lake Valor', 'Pearl/sinnoh/Route 209', 'Moon/alola/Route 10', 'Pearl/sinnoh/Valor Lakefront', 'Diamond/sinnoh/Route 209', 'Platinum/sinnoh/Route 210', 'Platinum/sinnoh/Route 209', 'Diamond/sinnoh/Route 212', 'Platinum/sinnoh/Sendoff Spring', 'X/kalos/Route 11', 'Sun/alola/Route 10', 'Diamond/sinnoh/Trophy Garden', 'Pearl/sinnoh/Great Marsh', 'Diamond/sinnoh/Great Marsh', 'Pearl/sinnoh/Trophy Garden', 'Platinum/sinnoh/Route 215', 'Platinum/sinnoh/Valor Lakefront', 'Platinum/sinnoh/Great Marsh', 'Y/kalos/Route 11', 'Platinum/sinnoh/Route 212']"
Staraptor,398,485,85,120,70,50,60,100,normal,flying,397,[],0,1,"['396', '397', '398']",45,4,0,1.2,24.9,[]
Bidoof,399,250,59,45,40,35,40,31,normal,,,['400'],1,0,"['399', '400']",255,4,0,0.5,20.0,"['Pearl/sinnoh/Route 202', 'Y/kalos/Route 3', 'Diamond/sinnoh/Route 205', 'Pearl/sinnoh/Valley Windworks', 'Platinum/sinnoh/Route 202', 'HeartGold/johto/Route 42', 'HeartGold/kanto/Route 28', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'HeartGold/johto/Route 32', 'SoulSilver/kanto/Route 26', 'Pearl/sinnoh/Route 204', 'Y/kalos/Route 22', 'HeartGold/kanto/Route 22', 'SoulSilver/johto/Route 47', 'X/kalos/Route 3', 'SoulSilver/kanto/Route 13', 'Platinum/sinnoh/Route 208', 'HeartGold/johto/Route 43', 'SoulSilver/johto/Route 35', 'HeartGold/kanto/Route 13', 'Diamond/sinnoh/Route 201', 'Diamond/sinnoh/Valley Windworks', 'HeartGold/johto/Route 34', 'HeartGold/kanto/Route 4', 'SoulSilver/johto/Route 34', 'SoulSilver/johto/Ruins of Alph', 'SoulSilver/johto/Route 32', 'SoulSilver/kanto/Route 4', 'Diamond/sinnoh/Route 202', 'Platinum/sinnoh/Eterna Forest', 'SoulSilver/johto/Safari Zone', 'Pearl/sinnoh/Lake Verity', 'SoulSilver/kanto/Route 9', 'Diamond/sinnoh/Route 208', 'Pearl/sinnoh/Route 205', 'Platinum/sinnoh/Lake Verity', 'X/kalos/Route 22', 'Pearl/sinnoh/Route 208', 'Platinum/sinnoh/Route 201', 'Pearl/sinnoh/Great Marsh', 'Pearl/sinnoh/Route 203', 'SoulSilver/johto/Mt. Silver', 'HeartGold/johto/Ruins of Alph', 'HeartGold/kanto/Route 9', 'SoulSilver/kanto/Route 22', 'SoulSilver/johto/Route 43', 'HeartGold/johto/Route 35', 'SoulSilver/johto/Route 30', 'Diamond/sinnoh/Lake Verity', 'HeartGold/kanto/Route 10', 'HeartGold/johto/Route 45', 'Pearl/sinnoh/Route 211', 'SoulSilver/johto/Route 42', 'HeartGold/johto/Safari Zone', 'Platinum/sinnoh/Route 203', 'Pearl/sinnoh/Route 201', 'HeartGold/johto/Route 30', 'Platinum/sinnoh/Route 205', 'HeartGold/kanto/Route 26', 'HeartGold/kanto/Route 6', 'Diamond/sinnoh/Route 211', 'SoulSilver/kanto/Route 28', 'SoulSilver/kanto/Route 6', 'HeartGold/johto/Mt. Silver', 'SoulSilver/johto/Route 44', 'HeartGold/kanto/Route 21', 'Platinum/sinnoh/Route 204', 'HeartGold/kanto/Route 27', 'SoulSilver/johto/Route 45', 'SoulSilver/kanto/Route 21', 'HeartGold/johto/Route 31', 'HeartGold/kanto/Route 24', 'Platinum/sinnoh/Route 211', 'HeartGold/kanto/Route 25', 'SoulSilver/kanto/Route 24', 'HeartGold/johto/Route 44', 'Diamond/sinnoh/Great Marsh', 'SoulSilver/kanto/Route 27', 'SoulSilver/kanto/Route 10', 'SoulSilver/johto/Route 31', 'HeartGold/johto/Route 47', 'SoulSilver/kanto/Route 25']"
Bibarel,400,410,79,85,60,55,60,71,normal,water,399,[],0,1,"['399', '400']",127,4,0,1.0,31.5,"['Diamond/sinnoh/Valor Lakefront', 'Diamond/sinnoh/Lake Valor', 'Diamond/sinnoh/Route 210', 'Diamond/sinnoh/Lake Verity', 'Diamond/sinnoh/Lake Acuity', 'Pearl/sinnoh/Lake Acuity', 'Diamond/sinnoh/Sendoff Spring', 'Pearl/sinnoh/Route 210', 'Pearl/sinnoh/Sendoff Spring', 'Pearl/sinnoh/Lake Verity', 'Pearl/sinnoh/Route 212', 'Platinum/sinnoh/Lake Valor', 'Pearl/sinnoh/Lake Valor', 'Pearl/sinnoh/Route 209', 'Platinum/sinnoh/Lake Acuity', 'White/unova/Village Bridge', 'Black 2/unova/Route 3', 'Diamond/sinnoh/Route 208', 'Pearl/sinnoh/Valor Lakefront', 'Y/kalos/Route 22', 'Diamond/sinnoh/Route 209', 'Platinum/sinnoh/Route 210', 'Platinum/sinnoh/Route 209', 'Diamond/sinnoh/Route 212', 'X/kalos/Route 22', 'Pearl/sinnoh/Route 208', 'Platinum/sinnoh/Sendoff Spring', 'White 2/unova/Route 3', 'Pearl/sinnoh/Great Marsh', 'Platinum/sinnoh/Route 208', 'Diamond/sinnoh/Great Marsh', 'Platinum/sinnoh/Valor Lakefront', 'Platinum/sinnoh/Great Marsh', 'Black/unova/Village Bridge']"
Kricketot,401,194,37,25,41,25,41,25,bug,,,['402'],1,0,"['401', '402']",255,4,0,0.3,2.2,"['Pearl/sinnoh/Route 202', 'HeartGold/johto/National Park', 'Diamond/sinnoh/Route 202', 'Platinum/sinnoh/Route 207', 'Platinum/sinnoh/Eterna Forest', 'SoulSilver/johto/National Park', 'Pearl/sinnoh/Route 206', 'Platinum/sinnoh/Route 202', 'Platinum/sinnoh/Route 204', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'Diamond/sinnoh/Route 206', 'Pearl/sinnoh/Route 204', 'SoulSilver/kanto/Viridian Forest', 'Platinum/sinnoh/Route 201', 'Platinum/sinnoh/Route 203', 'Pearl/sinnoh/Route 203', 'Pearl/sinnoh/Route 207', 'Diamond/sinnoh/Route 207', 'Platinum/sinnoh/Route 205', 'HeartGold/kanto/Viridian Forest']"
Kricketune,402,384,77,85,51,55,51,65,bug,,401,[],0,1,"['401', '402']",45,4,0,1.0,25.5,"['Diamond/sinnoh/Valor Lakefront', 'HeartGold/johto/National Park', 'Diamond/sinnoh/Route 210', 'Platinum/sinnoh/Route 206', 'Pearl/sinnoh/Route 214', 'Diamond/sinnoh/Route 215', 'Pearl/sinnoh/Route 210', 'SoulSilver/johto/National Park', 'Pearl/sinnoh/Route 206', 'Pearl/sinnoh/Route 212', 'Platinum/sinnoh/Trophy Garden', 'Black/unova/Dreamyard', 'Pearl/sinnoh/Route 215', 'White/unova/Dreamyard', 'Omega Ruby/hoenn/Mirage Mountain', 'Diamond/sinnoh/Route 206', 'Omega Ruby/hoenn/Mirage Forest', 'Pearl/sinnoh/Valor Lakefront', 'Diamond/sinnoh/Route 212', 'Diamond/sinnoh/Trophy Garden', 'Pearl/sinnoh/Trophy Garden', 'Platinum/sinnoh/Valor Lakefront', 'Alpha Sapphire/hoenn/Mirage Mountain', 'Alpha Sapphire/hoenn/Mirage Forest', 'Diamond/sinnoh/Route 214']"
Shinx,403,263,45,65,34,40,34,45,electric,,,['404'],1,0,"['403', '404', '405']",235,4,0,0.5,9.5,"['Pearl/sinnoh/Route 202', 'SoulSilver/kanto/Route 14', 'SoulSilver/johto/Route 39', 'SoulSilver/johto/National Park', 'HeartGold/kanto/Route 15', 'Platinum/sinnoh/Route 202', 'HeartGold/kanto/Route 18', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'Platinum/sinnoh/Valley Windworks', 'HeartGold/johto/Route 37', 'SoulSilver/johto/Route 29', 'HeartGold/kanto/Route 16', 'HeartGold/kanto/Route 5', 'HeartGold/kanto/Route 2', 'Pearl/sinnoh/Route 204', 'SoulSilver/kanto/Route 15', 'SoulSilver/kanto/Route 11', 'HeartGold/johto/Route 48', 'SoulSilver/kanto/Route 16', 'HeartGold/johto/Safari Zone', 'SoulSilver/johto/Route 36', 'Platinum/sinnoh/Route 203', 'HeartGold/kanto/Route 11', 'SoulSilver/kanto/Route 8', 'SoulSilver/johto/Route 48', 'SoulSilver/kanto/Route 18', 'SoulSilver/kanto/Route 17', 'HeartGold/johto/Route 39', 'SoulSilver/kanto/Route 7', 'SoulSilver/johto/Route 37', 'SoulSilver/johto/Route 38', 'HeartGold/johto/Route 38', 'HeartGold/johto/Route 33', 'HeartGold/johto/Route 46', 'HeartGold/johto/National Park', 'HeartGold/kanto/Route 7', 'Diamond/sinnoh/Route 202', 'Diamond/sinnoh/Fuego Ironworks', 'SoulSilver/johto/Safari Zone', 'HeartGold/johto/Route 29', 'White/unova/White Forest', 'HeartGold/kanto/Route 1', 'Platinum/sinnoh/Route 204', 'SoulSilver/kanto/Route 2', 'HeartGold/kanto/Route 3', 'HeartGold/johto/Route 36', 'HeartGold/kanto/Route 17', 'SoulSilver/kanto/Route 3', 'SoulSilver/johto/Route 33', 'SoulSilver/kanto/Route 1', 'Pearl/sinnoh/Fuego Ironworks', 'Pearl/sinnoh/Route 203', 'HeartGold/kanto/Route 8', 'SoulSilver/johto/Route 46', 'SoulSilver/kanto/Route 5', 'HeartGold/kanto/Route 14']"
Luxio,404,363,60,85,49,60,49,60,electric,,403,['405'],0,0,"['403', '404', '405']",120,4,0,0.9,30.5,"['Alpha Sapphire/hoenn/Route 118', 'SoulSilver/johto/Safari Zone', 'Diamond/sinnoh/Fuego Ironworks', 'HeartGold/johto/Safari Zone', 'Pearl/sinnoh/Fuego Ironworks', 'Omega Ruby/hoenn/Route 118', 'Sun/alola/Route 8', 'Moon/alola/Route 8', 'Platinum/sinnoh/Route 222']"
Luxray,405,523,80,120,79,95,79,70,electric,,404,[],0,1,"['403', '404', '405']",45,4,0,1.4,42.0,[]
Budew,406,280,40,30,35,50,70,55,grass,poison,,['315'],1,0,"['406', '315', '407']",255,4,0,0.2,1.2,"['SoulSilver/johto/Safari Zone', 'Platinum/sinnoh/Eterna Forest', 'White/unova/White Forest', 'Pearl/sinnoh/Route 212', 'Platinum/sinnoh/Route 204', 'Diamond/sinnoh/Route 204', 'SoulSilver/johto/Ilex Forest', 'Pearl/sinnoh/Route 204', 'X/kalos/Route 4', 'Diamond/sinnoh/Route 212', 'SoulSilver/kanto/Viridian Forest', 'Y/kalos/Route 4', 'HeartGold/johto/Safari Zone', 'Pearl/sinnoh/Great Marsh', 'Platinum/sinnoh/Route 208', 'Diamond/sinnoh/Great Marsh', 'Pearl/sinnoh/Eterna Forest', 'Diamond/sinnoh/Eterna Forest', 'Platinum/sinnoh/Route 205', 'HeartGold/kanto/Viridian Forest']"
Roserade,407,515,60,70,65,125,105,90,grass,poison,315,[],0,1,"['406', '315', '407']",75,4,0,0.9,14.5,"['White 2/unova/Victory Road B2W2', 'Black 2/unova/Lostlorn Forest', 'Black 2/unova/Route 12', 'Black 2/unova/Victory Road B2W2', 'White 2/unova/Lostlorn Forest', 'White 2/unova/Route 12']"
Cranidos,408,350,67,125,40,30,30,58,rock,,,['409'],1,0,"['408', '409']",45,4,0,0.9,31.5,[]
Rampardos,409,495,97,165,60,65,50,58,rock,,408,[],0,1,"['408', '409']",45,4,0,1.6,102.5,[]
Shieldon,410,350,30,42,118,42,88,30,rock,steel,,['411'],1,0,"['410', '411']",45,4,0,0.5,57.0,[]
Bastiodon,411,495,60,52,168,47,138,30,rock,steel,410,[],0,1,"['410', '411']",45,4,0,1.3,149.5,[]
Burmy,412,224,40,29,45,29,45,36,bug,,,"['413', '414']",1,0,"['412', '413', '414']",120,4,0,0.2,3.4,"['Y/kalos/Route 3', 'Platinum/sinnoh/Route 206', 'Platinum/sinnoh/Route 207', 'Platinum/sinnoh/Eterna Forest', 'Y/kalos/Route 7', 'Platinum/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Honey Trees', 'Platinum/sinnoh/Valley Windworks', 'Platinum/sinnoh/Route 211', 'Platinum/sinnoh/Route 214', 'Platinum/sinnoh/Route 210', 'Platinum/sinnoh/Route 209', 'Platinum/sinnoh/Floaroma Meadow', 'Platinum/sinnoh/Route 222', 'X/kalos/Route 3', 'Platinum/sinnoh/Route 208', 'Platinum/sinnoh/Route 215', 'Platinum/sinnoh/Route 218', 'Pearl/sinnoh/Honey Trees', 'X/kalos/Route 7', 'Platinum/sinnoh/Route 213', 'Platinum/sinnoh/Route 205', 'Platinum/sinnoh/Route 221', 'Platinum/sinnoh/Route 212']"
Wormadam,413,424,60,59,85,79,105,36,bug,grass,412,[],0,1,"['412', '413', '414']",45,4,0,0.5,6.5,[]
Mothim,414,424,70,94,50,94,50,66,bug,flying,412,[],0,1,"['412', '413', '414']",45,4,0,0.9,23.3,[]
Combee,415,244,30,30,42,30,42,70,bug,flying,,['416'],1,0,"['415', '416']",120,4,0,0.3,5.5,"['HeartGold/johto/National Park', 'Platinum/sinnoh/Route 206', 'Black/unova/Route 12', 'Platinum/sinnoh/Route 207', 'Platinum/sinnoh/Eterna Forest', 'SoulSilver/johto/National Park', 'Platinum/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Honey Trees', 'Y/kalos/Route 7', 'Platinum/sinnoh/Valley Windworks', 'Black 2/unova/Lostlorn Forest', 'Black 2/unova/Route 12', 'Platinum/sinnoh/Route 211', 'X/kalos/Route 4', 'Platinum/sinnoh/Route 214', 'Platinum/sinnoh/Route 210', 'Platinum/sinnoh/Route 209', 'Platinum/sinnoh/Floaroma Meadow', 'Platinum/sinnoh/Route 222', 'Y/kalos/Route 4', 'Platinum/sinnoh/Route 208', 'Platinum/sinnoh/Route 215', 'White/unova/Route 12', 'White 2/unova/Lostlorn Forest', 'Platinum/sinnoh/Route 218', 'Pearl/sinnoh/Honey Trees', 'White 2/unova/Route 12', 'X/kalos/Route 7', 'Platinum/sinnoh/Route 213', 'Platinum/sinnoh/Route 205', 'Platinum/sinnoh/Route 221', 'Platinum/sinnoh/Route 212']"
Vespiquen,416,474,70,80,102,80,102,40,bug,flying,415,[],0,1,"['415', '416']",45,4,0,1.2,38.5,"['Black/unova/Route 12', 'Black 2/unova/Lostlorn Forest', 'Black 2/unova/Route 12', 'White 2/unova/Lostlorn Forest', 'White/unova/Route 12', 'White 2/unova/Route 12']"
Pachirisu,417,405,60,45,70,45,90,95,electric,,,[],1,1,['417'],200,4,0,0.4,3.9,"['White 2/unova/Route 3', 'Diamond/sinnoh/Route 205', 'Diamond/sinnoh/Fuego Ironworks', 'Pearl/sinnoh/Valley Windworks', 'HeartGold/johto/Safari Zone', 'SoulSilver/johto/Safari Zone', 'Pearl/sinnoh/Fuego Ironworks', 'Platinum/sinnoh/Valley Windworks', 'X/kalos/Route 12', 'Diamond/sinnoh/Valley Windworks', 'Platinum/sinnoh/Route 205', 'Black 2/unova/Route 3', 'Pearl/sinnoh/Route 205', 'Y/kalos/Route 12']"
Buizel,418,330,55,65,35,60,30,85,water,,,['419'],1,0,"['418', '419']",190,4,0,0.7,29.5,"['Diamond/sinnoh/Route 205', 'Pearl/sinnoh/Valley Windworks', 'HeartGold/kanto/Route 28', 'HeartGold/johto/Route 42', 'Platinum/sinnoh/Valley Windworks', 'HeartGold/johto/Route 32', 'SoulSilver/kanto/Route 26', 'HeartGold/kanto/Route 22', 'Black 2/unova/Route 23', 'SoulSilver/johto/Route 47', 'SoulSilver/kanto/Route 13', 'HeartGold/johto/Route 43', 'SoulSilver/johto/Route 35', 'HeartGold/kanto/Route 13', 'HeartGold/johto/Route 34', 'Diamond/sinnoh/Valley Windworks', 'Black 2/unova/Nature Preserve', 'HeartGold/kanto/Route 4', 'SoulSilver/johto/Route 34', 'White/unova/Route 14', 'SoulSilver/johto/Ruins of Alph', 'SoulSilver/johto/Route 32', 'SoulSilver/kanto/Route 4', 'SoulSilver/johto/Safari Zone', 'White 2/unova/Route 11', 'SoulSilver/kanto/Route 9', 'Pearl/sinnoh/Route 205', 'Black/unova/Route 11', 'White/unova/Route 11', 'SoulSilver/johto/Mt. Silver', 'HeartGold/johto/Ruins of Alph', 'HeartGold/kanto/Route 9', 'SoulSilver/kanto/Route 22', 'Diamond/sinnoh/Route 213', 'SoulSilver/johto/Route 43', 'Black 2/unova/Route 14', 'HeartGold/johto/Route 35', 'SoulSilver/johto/Route 30', 'White 2/unova/Route 14', 'White 2/unova/Nature Preserve', 'HeartGold/kanto/Route 10', 'HeartGold/johto/Route 45', 'Black/unova/Route 14', 'Black 2/unova/Lostlorn Forest', 'Black 2/unova/Route 11', 'Black 2/unova/Victory Road B2W2', 'Diamond/sinnoh/Route 224', 'SoulSilver/johto/Route 42', 'Pearl/sinnoh/Route 213', 'HeartGold/johto/Safari Zone', 'Pearl/sinnoh/Route 224', 'White 2/unova/Lostlorn Forest', 'HeartGold/johto/Route 30', 'Platinum/sinnoh/Route 213', 'Platinum/sinnoh/Route 205', 'HeartGold/kanto/Route 26', 'HeartGold/kanto/Route 6', 'SoulSilver/kanto/Route 28', 'SoulSilver/kanto/Route 6', 'Platinum/sinnoh/Route 212', 'HeartGold/johto/Mt. Silver', 'SoulSilver/johto/Route 44', 'HeartGold/kanto/Route 21', 'HeartGold/kanto/Route 27', 'SoulSilver/johto/Route 45', 'SoulSilver/kanto/Route 21', 'HeartGold/johto/Route 31', 'White 2/unova/Victory Road B2W2', 'HeartGold/kanto/Route 24', 'White 2/unova/Route 23', 'HeartGold/kanto/Route 25', 'SoulSilver/kanto/Route 24', 'HeartGold/johto/Route 44', 'SoulSilver/kanto/Route 27', 'SoulSilver/kanto/Route 10', 'SoulSilver/johto/Route 31', 'HeartGold/johto/Route 47', 'SoulSilver/kanto/Route 25']"
Floatzel,419,495,85,105,55,85,50,115,water,,418,[],0,1,"['418', '419']",75,4,0,1.1,33.5,"['Pearl/sinnoh/Route 230', 'X/kalos/Route 15', 'White 2/unova/Route 14', 'White 2/unova/Nature Preserve', 'Black/unova/Route 14', 'Pearl/sinnoh/Route 218', 'Y/kalos/Victory Road', 'Black 2/unova/Lostlorn Forest', 'Black 2/unova/Route 11', 'Black 2/unova/Victory Road B2W2', 'Ultra Sun/alola/Ultra Space Wilds', 'Black 2/unova/Route 23', 'X/kalos/Route 16', 'Platinum/sinnoh/Route 222', 'Y/kalos/Route 16', 'Diamond/sinnoh/Route 224', 'Platinum/sinnoh/Victory Road', 'Pearl/sinnoh/Route 213', 'HeartGold/johto/Safari Zone', 'Diamond/sinnoh/Route 230', 'Pearl/sinnoh/Route 221', 'Pearl/sinnoh/Route 224', 'White 2/unova/Lostlorn Forest', 'Ultra Moon/alola/Ultra Space Wilds', 'Diamond/sinnoh/Route 222', 'White/unova/Route 14', 'Black 2/unova/Nature Preserve', 'X/kalos/Victory Road', 'Y/kalos/Couriway Town', 'White 2/unova/Route 11', 'Diamond/sinnoh/Route 218', 'Diamond/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Victory Road', 'Pearl/sinnoh/Route 222', 'Platinum/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Route 221', 'SoulSilver/johto/Safari Zone', 'X/kalos/Frost Cavern', 'Pearl/sinnoh/Victory Road', 'White 2/unova/Victory Road B2W2', 'Pearl/sinnoh/Victory RoadNat Dex Area B1F', 'X/kalos/Route 21', 'Y/kalos/Route 21', 'Black/unova/Route 11', 'White 2/unova/Route 23', 'Y/kalos/Route 15', 'White/unova/Route 11', 'Y/kalos/Frost Cavern', 'Pearl/sinnoh/Fuego Ironworks', 'Platinum/sinnoh/Route 224', 'Platinum/sinnoh/Route 230', 'X/kalos/Couriway Town', 'Platinum/sinnoh/Route 218', 'Diamond/sinnoh/Route 213', 'Platinum/sinnoh/Route 221', 'Black 2/unova/Route 14']"
